listing_id,city,neighbourhood,property_type,total_sqft,no_of_rooms,furnish,sale_type,status,price,price (in 'k'),price_per_sqft
72206671,Chennai,Urapakkam,Plot/Land,839,n/a,n/a,n/a,n/a,₹ 17 Lac,1700,2026
61907553,Chennai,Alwarpet,Apartment,1900,3 BHK,Semi-Furnished,Resale,Ready to Move,₹ 3.50 Cr,35000,0
74192049,Chennai,Ponneri,Plot/Land,800,n/a,n/a,n/a,n/a,₹ 10.4 Lac,1040,1300
74291681,Chennai,Thiruvallur,Plot/Land,950,n/a,n/a,n/a,n/a,₹ 15.2 Lac,1520,1600
74355721,Chennai,Road,Plot/Land,1200,n/a,n/a,n/a,n/a,₹ 60 Lac,6000,5000
72934965,Chennai,Guduvancheri,Plot/Land,988,n/a,n/a,n/a,n/a,₹ 23.7 Lac,2370,2400
74316555,Chennai,Guduvancheri,Builder Floor,976,2 BHK,under construction,New Property,UNDER CONSTRUCTION,₹ 42 Lac,4200,4300
74265205,Chennai,Nagar,Plot/Land,600,n/a,n/a,n/a,n/a,₹ 21 Lac,2100,3501
73230777,Chennai,Minjur,Plot/Land,600,n/a,n/a,n/a,n/a,₹ 8.5 Lac,850,1417
73174863,Chennai,Surapet,Plot/Land,625,n/a,n/a,n/a,n/a,₹ 35 Lac,3500,5600
71935691,Chennai,Neelankarai,Villa,2680,4 BHK,Semi-Furnished,New Property,Ready to Move,₹ 3.45 Cr,34500,12873
74225223,Chennai,Nolambur,Plot/Land,12960,n/a,n/a,n/a,n/a,₹ 1.72 Cr,17200,1333
73265935,Chennai,Revathipuram,Apartment,600,1 BHK,Semi-Furnished,Resale,Ready to Move,₹ 19 Lac,1900,3040
72606977,Chennai,Kundrathur,Plot/Land,912,n/a,n/a,n/a,n/a,₹ 37.5 Lac,3750,4112
73736339,Chennai,Pudupakkam,Plot/Land,1206,n/a,n/a,n/a,n/a,₹ 66.3 Lac,6630,5500
74330043,Chennai,Thiruvanmiyur,Plot/Land,2620,n/a,n/a,n/a,n/a,₹ 5.30 Cr,53000,20229
71621807,Chennai,Kandigai,Plot/Land,874,n/a,n/a,n/a,n/a,₹ 24.5 Lac,2450,2800
74128439,Chennai,Guduvancheri,Apartment,507,1 BHK,under construction,New Property,UNDER CONSTRUCTION,₹ 19.5 Lac,1950,3850
72164955,Chennai,Ponmar,Plot/Land,1070,n/a,n/a,n/a,n/a,₹ 42.7 Lac,4270,3987
71474589,Chennai,Avadi,Plot/Land,706,n/a,n/a,n/a,n/a,₹ 21 Lac,2100,2975
73195137,Chennai,Guduvancheri,Plot/Land,16120,n/a,n/a,n/a,n/a,₹ 4 Cr,40000,2482
74286287,Chennai,Koyambedu,Plot/Land,1000,n/a,n/a,n/a,n/a,₹ 1.25 Cr,12500,12500
72510961,Chennai,Poonamallee,Plot/Land,1186,n/a,n/a,n/a,n/a,₹ 44 Lac,4400,3710
73046481,Chennai,Pudupakkam,Plot/Land,800,n/a,n/a,n/a,n/a,₹ 30 Lac,3000,3750
72025483,Chennai,Urapakkam,Apartment,700,2 BHK,Furnished,Resale,Ready to Move,₹ 34 Lac,3400,4857
74073193,Chennai,Navalur,Plot/Land,704,n/a,n/a,n/a,n/a,₹ 33.8 Lac,3379,4800
74202279,Chennai,Kayarambedu,Plot/Land,1800,n/a,n/a,n/a,n/a,₹ 48.6 Lac,4860,2700
46080211,Chennai,Guduvancheri,Plot/Land,891,n/a,n/a,n/a,n/a,₹ 29 Lac,2900,3255
68887199,Chennai,Pinjivakkam,Plot/Land,2100,n/a,n/a,n/a,n/a,₹ 19 Lac,1900,905
71375481,Chennai,Avadi,Apartment,484,2 BHK,Unfurnished,Resale,Ready to Move,₹ 35 Lac,3500,5747
73442191,Chennai,Thoraipakkam,Apartment,1575,2 BHK,Semi-Furnished,Resale,Ready to Move,₹ 1.60 Cr,16000,10159
73697673,Chennai,Polacheri,Apartment,1060,3 BHK,Unfurnished,Resale,Ready to Move,₹ 44 Lac,4400,3667
29329711,Chennai,Mevalurkuppam,Plot/Land,1710,n/a,n/a,n/a,n/a,₹ 27 Lac,2700,1579
71347541,Chennai,Road,Plot/Land,3255,n/a,n/a,n/a,n/a,₹ 1.69 Cr,16900,5192
73919605,Chennai,Ramapuram,Plot/Land,3600,n/a,n/a,n/a,n/a,₹ 3.90 Cr,39000,10833
72913651,Chennai,Chennai,Plot/Land,2020,n/a,n/a,n/a,n/a,₹ 30 Lac,3000,1485
72330913,Chennai,gokulam,Plot/Land,2400,n/a,n/a,n/a,n/a,₹ 40 Lac,4000,1667
73355573,Chennai,Nagar,Plot/Land,1460,n/a,n/a,n/a,n/a,₹ 94.9 Lac,9490,6499
74028351,Chennai,Guduvancheri,Apartment,445,1 BHK,under construction,New Property,UNDER CONSTRUCTION,₹ 18.6 Lac,1860,3749
74263657,Chennai,Pudupakkam,Plot/Land,882,n/a,n/a,n/a,n/a,₹ 32.6 Lac,3260,3700
74354341,Chennai,Panaiyur,Plot/Land,2400,n/a,n/a,n/a,n/a,₹ 2.20 Cr,22000,9167
72734381,Chennai,Nungambakkam,Apartment,2800,4 BHK,Semi-Furnished,New Property,Ready to Move,₹ 7 Cr,70000,21212
73368053,Chennai,Kotturpuram,Apartment,700,2 BHK,Unfurnished,Resale,Ready to Move,₹ 77 Lac,7700,9333
72752829,Chennai,Keelkattalai,Apartment,872,3 BHK,under construction,New Property,UNDER CONSTRUCTION,₹ 1.20 Cr,12000,10667
74254209,Chennai,Thoraipakkam,Plot/Land,902,n/a,n/a,n/a,n/a,₹ 63.1 Lac,6310,7000
73608635,Chennai,Mogappair,Apartment,3356,5 BHK,Unfurnished,Resale,Ready to Move,₹ 4.75 Cr,47500,14154
71993605,Chennai,Perungavur,Plot/Land,2400,n/a,n/a,n/a,n/a,₹ 72 Lac,7200,3000
72205885,Chennai,City,Plot/Land,600,n/a,n/a,n/a,n/a,₹ 17.3 Lac,1730,2888
73419953,Chennai,Manimangalam,Plot/Land,1000,n/a,n/a,n/a,n/a,₹ 29.5 Lac,2950,2950
74105785,Chennai,West,Builder Floor,2500,3 BHK,Semi-Furnished,Resale,Ready to Move,₹ 6 Cr,60000,23077
71782079,Chennai,Nandiambakkam,Plot/Land,2352,n/a,n/a,n/a,n/a,₹ 21 Lac,2100,893
72941903,Chennai,Nagar,House,2200,5 BHK,Unfurnished,Resale,Ready to Move,₹ 2.10 Cr,21000,23864
70840861,Chennai,Vadakarai,Plot/Land,3600,n/a,n/a,n/a,n/a,₹ 1.18 Cr,11800,3278
74155471,Chennai,in,Plot/Land,2640,n/a,n/a,n/a,n/a,₹ 15 Lac,1500,568
53061291,Chennai,Perungalathur,Plot/Land,2180,n/a,n/a,n/a,n/a,₹ 1.25 Cr,12500,5734
73684899,Chennai,Thiruporur,Plot/Land,2596,n/a,n/a,n/a,n/a,₹ 58 Lac,5800,2234
74171883,Chennai,East,Apartment,1027,2 BHK,Semi-Furnished,Resale,Ready to Move,₹ 85 Lac,8500,8285
73442665,Chennai,Medavakkam,Plot/Land,5200,n/a,n/a,n/a,n/a,₹ 4.50 Cr,45000,8654
73393825,Chennai,Veppampattu,House,980,2 BHK,Unfurnished,Resale,Ready to Move,₹ 43 Lac,4300,3644
72794939,Chennai,Arasankalani,Plot/Land,1110,n/a,n/a,n/a,n/a,₹ 51.1 Lac,5110,4600
71345931,Chennai,Vaiyavoor,Plot/Land,1800,n/a,n/a,n/a,n/a,₹ 25 Lac,2500,1389
73479213,Chennai,Selaiyur,Plot/Land,960,n/a,n/a,n/a,n/a,₹ 50 Lac,5000,5208
73210727,Chennai,Nagar,Apartment,1105,2 BHK,Unfurnished,Resale,Ready to Move,₹ 1.80 Cr,18000,16290
73683409,Chennai,Valarpuram,Plot/Land,1800,n/a,n/a,n/a,n/a,₹ 14.4 Lac,1440,800
64619535,Chennai,Navalur,Plot/Land,1000,n/a,n/a,n/a,n/a,₹ 35 Lac,3500,3500
73604765,Chennai,Pudupakkam,Plot/Land,1100,n/a,n/a,n/a,n/a,₹ 44 Lac,4400,4000
74032429,Chennai,Selaiyur,Plot/Land,1303,n/a,n/a,n/a,n/a,₹ 84.7 Lac,8470,6500
71838081,Chennai,Pattabiram,Plot/Land,1100,n/a,n/a,n/a,n/a,₹ 28.6 Lac,2860,2600
73418293,Chennai,Thoraipakkam,Apartment,1655,2 BHK,Semi-Furnished,Resale,Ready to Move,₹ 1.15 Cr,11500,6436
70138139,Chennai,Kelambakkam,Apartment,836,2 BHK,Semi-Furnished,Resale,Ready to Move,₹ 22 Lac,2200,2632
74064183,Chennai,Nemilichery,Apartment,600,2 BHK,Unfurnished,Resale,Ready to Move,₹ 45 Lac,4500,6040
74050997,Chennai,Road,Plot/Land,950,n/a,n/a,n/a,n/a,₹ 65 Lac,6500,6842
72522333,Chennai,Mahabalipuram,Plot/Land,1000,n/a,n/a,n/a,n/a,₹ 18 Lac,1800,1800
72808153,Chennai,Chennai,Plot/Land,2800,n/a,n/a,n/a,n/a,₹ 70 Lac,7000,2500
73323273,Chennai,koyembedu,Apartment,1324,3 BHK,under construction,New Property,UNDER CONSTRUCTION,₹ 1.47 Cr,14700,11103
74325201,Chennai,Poonjeri,Plot/Land,10800,n/a,n/a,n/a,n/a,₹ 26.3 Lac,2630,244
74081883,Chennai,Perungudi,Apartment,1120,3 BHK,under construction,New Property,UNDER CONSTRUCTION,₹ 3.60 Cr,36000,19780
74086769,Chennai,Egattur,Apartment,2752,4 BHK,Furnished,Resale,Ready to Move,₹ 3 Cr,30000,10901
73060779,Chennai,Numbal,Apartment,1212,3 BHK,Semi-Furnished,Resale,Ready to Move,₹ 79 Lac,7900,5595
72724907,Chennai,Chromepet,House,2200,3 BHK,Semi-Furnished,Resale,Ready to Move,₹ 1.80 Cr,18000,7500
73144233,Chennai,Sithalapakkam,Plot/Land,1200,n/a,n/a,n/a,n/a,₹ 60 Lac,6000,4999
72542681,Chennai,Pattabiram,Plot/Land,1841,n/a,n/a,n/a,n/a,₹ 57 Lac,5700,3096
71944005,Chennai,Padapai,Plot/Land,1000,n/a,n/a,n/a,n/a,₹ 20 Lac,2000,2000
73789919,Chennai,Saidapet,Apartment,1700,3 BHK,under construction,New Property,UNDER CONSTRUCTION,₹ 2.80 Cr,28000,15478
74114653,Chennai,Ekkatuthangal,Plot/Land,2314,n/a,n/a,n/a,n/a,₹ 3 Cr,30000,12965
73923255,Chennai,Mannivakkam,Plot/Land,2100,n/a,n/a,n/a,n/a,₹ 74 Lac,7400,3524
71708513,Chennai,Valasaravakkam,Apartment,1649,3 BHK,Semi-Furnished,Resale,Ready to Move,₹ 2.30 Cr,23000,13948
56707851,Chennai,Sholinganallur,Plot/Land,3400,n/a,n/a,n/a,n/a,₹ 1.97 Cr,19700,5800
73867729,Chennai,Selaiyur,Plot/Land,1260,n/a,n/a,n/a,n/a,₹ 56 Lac,5600,4444
73710469,Chennai,Saligramam,Plot/Land,6720,n/a,n/a,n/a,n/a,₹ 15 Cr,150000,22321
72777189,Chennai,West,Plot/Land,800,n/a,n/a,n/a,n/a,₹ 49.5 Lac,4950,6181
70475901,Chennai,West,Plot/Land,2256,n/a,n/a,n/a,n/a,₹ 3 Cr,30000,13298
73392223,Chennai,Poonamallee,Plot/Land,2269,n/a,n/a,n/a,n/a,₹ 35.2 Lac,3520,1550
74178381,Chennai,Arasankalani,Plot/Land,1599,n/a,n/a,n/a,n/a,₹ 96 Lac,9600,6004
62635101,Chennai,Pakkam,Plot/Land,1000,n/a,n/a,n/a,n/a,₹ 12 Lac,1200,1200
62987591,Chennai,Mylapore,Apartment,700,2 BHK,Semi-Furnished,Resale,Ready to Move,₹ 60 Lac,6000,8571
73477193,Chennai,Nagar,Plot/Land,2400,n/a,n/a,n/a,n/a,₹ 1.50 Cr,15000,6250
73984517,Chennai,Ponmar,Plot/Land,1300,n/a,n/a,n/a,n/a,₹ 48.1 Lac,4810,3700
68072179,Chennai,Kovur,Plot/Land,1450,n/a,n/a,n/a,n/a,₹ 75 Lac,7500,5172
73150345,Chennai,Avadi,Plot/Land,861,n/a,n/a,n/a,n/a,₹ 37 Lac,3700,4300
73662451,Chennai,Vadakarai,Plot/Land,900,n/a,n/a,n/a,n/a,₹ 34 Lac,3400,3778
72569655,Chennai,Sriperumbudur,Plot/Land,1500,n/a,n/a,n/a,n/a,₹ 27 Lac,2700,1800
73583217,Chennai,Perumbakkam,Builder Floor,800,2 BHK,Unfurnished,Resale,Ready to Move,₹ 35 Lac,3500,4375
73914795,Chennai,Manapakkam,Plot/Land,16970,n/a,n/a,n/a,n/a,₹ 2.05 Cr,20500,1211
71036825,Chennai,Kundrathur,Plot/Land,7668,n/a,n/a,n/a,n/a,₹ 50 Lac,5000,652
74085241,Chennai,West,House,1200,3 BHK,Semi-Furnished,Resale,Ready to Move,₹ 3 Cr,30000,18750
51600149,Chennai,Poonamallee,Plot/Land,2789,n/a,n/a,n/a,n/a,₹ 54.4 Lac,5440,1950
21594905,Chennai,Avadi,Builder Floor,563,2 BHK,Unfurnished,Resale,Ready to Move,₹ 33 Lac,3300,4325
72220313,Chennai,Kattankulathur,Plot/Land,2500,n/a,n/a,n/a,n/a,₹ 49 Lac,4900,1960
70151903,Chennai,Guduvancheri,Apartment,390,2 BHK,Semi-Furnished,Resale,Ready to Move,₹ 35.5 Lac,3550,6017
73636483,Chennai,Thirumullaivoyal,Plot/Land,1200,n/a,n/a,n/a,n/a,₹ 48 Lac,4800,4000
73922371,Chennai,Thiruninravur,Plot/Land,1800,n/a,n/a,n/a,n/a,₹ 32.4 Lac,3240,1800
74290787,Chennai,Nagar,Plot/Land,1272,n/a,n/a,n/a,n/a,₹ 92.9 Lac,9290,7300
72129067,Chennai,Kolathur,Apartment,448,2 BHK,Unfurnished,Resale,Ready to Move,₹ 32.8 Lac,3279,6108
73885653,Chennai,Injambakkam,Plot/Land,3800,n/a,n/a,n/a,n/a,₹ 4.37 Cr,43700,11500
72468767,Chennai,Ottiambakkam,Plot/Land,648,n/a,n/a,n/a,n/a,₹ 29.8 Lac,2980,4600
73777113,Chennai,Karanodai,Plot/Land,800,n/a,n/a,n/a,n/a,₹ 12 Lac,1200,1500
62088455,Chennai,Guduvancheri,Plot/Land,1200,n/a,n/a,n/a,n/a,₹ 31.8 Lac,3180,2650
74266483,Chennai,Chennai,Plot/Land,863,n/a,n/a,n/a,n/a,₹ 41 Lac,4100,4750
74283683,Chennai,Hills,Plot/Land,2349,n/a,n/a,n/a,n/a,₹ 21.1 Lac,2110,900
71683775,Chennai,Mudichur,House,1550,3 BHK,Furnished,New Property,Ready to Move,₹ 90 Lac,9000,6522
71709507,Chennai,Perumbakkam,Apartment,909,2 BHK,Unfurnished,Resale,Ready to Move,₹ 52 Lac,5200,5721
71884447,Chennai,Potheri,Apartment,920,2 BHK,Unfurnished,Resale,Ready to Move,₹ 40 Lac,4000,3333
71548777,Chennai,Velachery,Villa,1590,3 BHK,Unfurnished,Resale,Ready to Move,₹ 2 Cr,20000,0
74194613,Chennai,Medavakkam,Plot/Land,1898,n/a,n/a,n/a,n/a,₹ 1.80 Cr,18000,9484
66505119,Chennai,Kundrathur,Plot/Land,660,n/a,n/a,n/a,n/a,₹ 16.5 Lac,1650,2500
71839759,Chennai,Ponmar,Plot/Land,800,n/a,n/a,n/a,n/a,₹ 31.2 Lac,3120,3900
69128909,Chennai,City,Plot/Land,7200,n/a,n/a,n/a,n/a,₹ 2.52 Cr,25200,3500
74349507,Chennai,Iyyappanthangal,Plot/Land,1250,n/a,n/a,n/a,n/a,₹ 85 Lac,8500,6800
72953477,Chennai,Sholinganallur,House,2200,4 BHK,under construction,New Property,UNDER CONSTRUCTION,₹ 1.40 Cr,14000,6364
73189485,Chennai,Mangadu,Plot/Land,890,n/a,n/a,n/a,n/a,₹ 48 Lac,4800,5393
74063053,Chennai,Korattur,Plot/Land,3920,n/a,n/a,n/a,n/a,₹ 2.70 Cr,27000,6888
71899203,Chennai,Soranjeri,Plot/Land,10850,n/a,n/a,n/a,n/a,₹ 44.6 Lac,4460,411
73407693,Chennai,Velachery,Apartment,815,2 BHK,under construction,New Property,UNDER CONSTRUCTION,₹ 98 Lac,9800,12020
74215173,Chennai,Siruseri,Plot/Land,816,n/a,n/a,n/a,n/a,₹ 32.6 Lac,3260,4000
73798643,Chennai,Minjur,Plot/Land,900,n/a,n/a,n/a,n/a,₹ 12.4 Lac,1240,1375
72434325,Chennai,Kaspapuram,Plot/Land,1447,n/a,n/a,n/a,n/a,₹ 50.5 Lac,5050,3490
73630147,Chennai,Retteri,Plot/Land,710,n/a,n/a,n/a,n/a,₹ 8.9 Lac,890,1254
73514813,Chennai,Vallakkottai,Plot/Land,1200,n/a,n/a,n/a,n/a,₹ 9.6 Lac,960,800
73097685,Chennai,Nanganallur,Builder Floor,1501,3 BHK,Unfurnished,Resale,Ready to Move,₹ 2.27 Cr,22700,15123
69979337,Chennai,Manapakkam,Plot/Land,2800,n/a,n/a,n/a,n/a,₹ 2.59 Cr,25900,9250
73647423,Chennai,Medavakkam,Plot/Land,1000,n/a,n/a,n/a,n/a,₹ 46 Lac,4600,4600
72090607,Chennai,Anugraha,Villa,1100,3 BHK,under construction,New Property,UNDER CONSTRUCTION,₹ 1.09 Cr,10900,7267
74204505,Chennai,Perungalathur,Plot/Land,884,n/a,n/a,n/a,n/a,₹ 48.6 Lac,4860,5500
74169889,Chennai,Iyyappanthangal,Plot/Land,1800,n/a,n/a,n/a,n/a,₹ 1.29 Cr,12900,7200
72316021,Chennai,Iyyappanthangal,Builder Floor,679,2 BHK,under construction,New Property,UNDER CONSTRUCTION,₹ 67.7 Lac,6770,7000
73354777,Chennai,Ponmar,Plot/Land,1800,n/a,n/a,n/a,n/a,₹ 57.6 Lac,5760,3200
73404905,Chennai,Madhavaram,Plot/Land,750,n/a,n/a,n/a,n/a,₹ 15 Lac,1500,2000
74250169,Chennai,Madipakkam,Apartment,840,2 BHK,under construction,New Property,UNDER CONSTRUCTION,₹ 71.3 Lac,7130,8295
74310313,Chennai,Avadi,Plot/Land,701,n/a,n/a,n/a,n/a,₹ 20 Lac,2000,2850
74278989,Chennai,Avadi,Plot/Land,800,n/a,n/a,n/a,n/a,₹ 22.8 Lac,2280,2850
72966479,Chennai,TNHB,Plot/Land,840,n/a,n/a,n/a,n/a,₹ 50.4 Lac,5040,6000
74234733,Chennai,Akkarai,Plot/Land,3100,n/a,n/a,n/a,n/a,₹ 3.10 Cr,31000,10000
74279913,Chennai,Chettipunyam,Plot/Land,1500,n/a,n/a,n/a,n/a,₹ 37.5 Lac,3750,2500
72365395,Chennai,Akkarai,House,4000,4 BHK,Semi-Furnished,Resale,Ready to Move,₹ 7.25 Cr,72500,18125
68896463,Chennai,Padur,Apartment,1000,2 BHK,Semi-Furnished,Resale,Ready to Move,₹ 39 Lac,3900,0
74317933,Chennai,Nolambur,Apartment,1392,3 BHK,Semi-Furnished,Resale,Ready to Move,₹ 78.5 Lac,7850,5639
72731943,Chennai,Ambattur,Apartment,795,2 BHK,Unfurnished,Resale,Ready to Move,₹ 50 Lac,5000,6289
74265437,Chennai,Porur,Apartment,1755,4 BHK,Furnished,Resale,Ready to Move,₹ 2.85 Cr,28500,13243
71413243,Chennai,Road,Apartment,2052,3 BHK,Furnished,Resale,Ready to Move,₹ 2.66 Cr,26600,0
70687659,Chennai,Melanur,Plot/Land,1950,n/a,n/a,n/a,n/a,₹ 10.7 Lac,1070,550
74259073,Chennai,Mambalam,Plot/Land,3920,n/a,n/a,n/a,n/a,₹ 7.50 Cr,75000,19133
66107869,Chennai,Athipet,Plot/Land,1936,n/a,n/a,n/a,n/a,₹ 98 Lac,9800,5062
74200705,Chennai,Lakshmipuram,Plot/Land,1200,n/a,n/a,n/a,n/a,₹ 80 Lac,8000,6667
73915631,Chennai,Avadi,Plot/Land,1500,n/a,n/a,n/a,n/a,₹ 45 Lac,4500,3000
67982969,Chennai,Thirumullaivoyal,Plot/Land,3440,n/a,n/a,n/a,n/a,₹ 1.25 Cr,12500,3634
74263589,Chennai,Velachery,Apartment,850,2 BHK,Unfurnished,Resale,Ready to Move,₹ 80 Lac,8000,8421
74264599,Chennai,Kattalai,Plot/Land,35000,n/a,n/a,n/a,n/a,₹ 22.09 Cr,220900,6314
71922087,Chennai,Colony,Builder Floor,1008,2 BHK,under construction,New Property,UNDER CONSTRUCTION,₹ 1.39 Cr,13899,13790
73094883,Chennai,Madambakkam,Plot/Land,1116,n/a,n/a,n/a,n/a,₹ 70 Lac,7000,6272
74295141,Chennai,Villivakkam,Apartment,550,1 BHK,Semi-Furnished,Resale,Ready to Move,₹ 28 Lac,2800,5091
73657637,Chennai,Kelambakkam,Plot/Land,800,n/a,n/a,n/a,n/a,₹ 38 Lac,3800,4750
73645841,Chennai,Rd,Plot/Land,1000,n/a,n/a,n/a,n/a,₹ 21 Lac,2100,2100
72449015,Chennai,Ayyapakkam,Plot/Land,2587,n/a,n/a,n/a,n/a,₹ 1.55 Cr,15500,6000
60613481,Chennai,Siruseri,Plot/Land,1360,n/a,n/a,n/a,n/a,₹ 58 Lac,5800,4265
74166783,Chennai,Nemilicheri,Plot/Land,510,n/a,n/a,n/a,n/a,₹ 16.3 Lac,1630,3200
74116417,Chennai,South,Plot/Land,1158,n/a,n/a,n/a,n/a,₹ 71.8 Lac,7180,6200
74137363,Chennai,Minjur,Plot/Land,5400,n/a,n/a,n/a,n/a,₹ 10.2 Lac,1019,189
74141051,Chennai,Puzhal,Plot/Land,860,n/a,n/a,n/a,n/a,₹ 36.1 Lac,3610,4200
72435353,Chennai,Navalur,Apartment,1000,2 BHK,Unfurnished,Resale,Ready to Move,₹ 85 Lac,8500,8500
73943999,Chennai,Madambakkam,Apartment,1356,3 BHK,under construction,New Property,UNDER CONSTRUCTION,₹ 1.70 Cr,17000,9600
72732367,Chennai,Kattupakkam,Plot/Land,2400,n/a,n/a,n/a,n/a,₹ 1.25 Cr,12500,5208
74033285,Chennai,Kelambakkam,Plot/Land,916,n/a,n/a,n/a,n/a,₹ 32.1 Lac,3210,3499
72180779,Chennai,Adyar,Builder Floor,1609,3 BHK,under construction,New Property,UNDER CONSTRUCTION,₹ 2.61 Cr,26100,16221
74112129,Chennai,Perungudi,Plot/Land,1550,n/a,n/a,n/a,n/a,₹ 60.5 Lac,6050,3901
74170077,Chennai,Pallikaranai,Apartment,957,2 BHK,Semi-Furnished,Resale,Ready to Move,₹ 53 Lac,5300,0
72273789,Chennai,Kuppam,Apartment,1500,3 BHK,under construction,New Property,UNDER CONSTRUCTION,₹ 1.16 Cr,11600,6824
73936855,Chennai,Kelambakkam,Villa,900,2 BHK,under construction,New Property,UNDER CONSTRUCTION,₹ 58.7 Lac,5870,6519
73481885,Chennai,Thirumullaivoyal,Apartment,910,2 BHK,Unfurnished,Resale,Ready to Move,₹ 42 Lac,4200,4615
73516849,Chennai,Manapakkam,Apartment,950,2 BHK,Unfurnished,Resale,Ready to Move,₹ 72 Lac,7200,6261
74064069,Chennai,Alandur,Apartment,1797,4 BHK,Semi-Furnished,Resale,Ready to Move,₹ 3.30 Cr,33000,12850
